1,0.84147
2,0.9093
3,0.14112
4,-0.7568
5,-0.95892
6,-0.27942
7,0.65699
8,0.98936
9,0.41212
10,-0.54402
11,-0.99999
12,-0.53657
13,0.42017
14,0.99061
15,0.65029
16,-0.2879
17,-0.9614
18,-0.75099
19,0.14988
20,0.91295
21,0.83666
22,-0.0088513
23,-0.84622
24,-0.90558
25,-0.13235
26,0.76256
27,0.95638
28,0.27091
29,-0.66363
30,-0.98803
31,-0.40404
32,0.55143
33,0.99991
34,0.52908
35,-0.42818
36,-0.99178
37,-0.64354
38,0.29637
39,0.9638
40,0.74511
41,-0.15862
42,-0.91652
43,-0.83177
44,0.017702
45,0.8509
46,0.90179
47,0.12357
48,-0.76825
49,-0.95375
50,-0.26237
51,0.67023
52,0.98663
53,0.39593
54,-0.55879
55,-0.99976
56,-0.52155
57,0.43616
58,0.99287
59,0.63674
60,-0.30481
61,-0.96612
62,-0.73918
63,0.16736
64,0.92003
65,0.82683
66,-0.026551
67,-0.85552
68,-0.89793
69,-0.11478
70,0.77389
71,0.95105
72,0.25382
73,-0.67677
74,-0.98515
75,-0.38778
76,0.56611
77,0.99952
78,0.51398
79,-0.44411
80,-0.99389
81,-0.62989
82,0.31323
83,0.96836
84,0.73319
85,-0.17608
86,-0.92346
87,-0.82182
88,0.035398
89,0.86007
90,0.894
91,0.10599
92,-0.77947
93,-0.94828
94,-0.24525
95,0.68326
96,0.98359
97,0.37961
98,-0.57338
99,-0.99921
100,-0.50637
101,0.45203
102,0.99483
103,0.62299
104,-0.32162
105,-0.97054
106,-0.72714
107,0.18478
108,0.92682
109,0.81674
110,-0.044243
111,-0.86455
112,-0.89
113,-0.097182
114,0.78498
115,0.94544
116,0.23666
117,-0.6897
118,-0.98195
119,-0.3714
120,0.58061
121,0.99882
122,0.49871
123,-0.4599
124,-0.99569
125,-0.61604
126,0.32999
127,0.97263
128,0.72104
129,-0.19347
130,-0.93011
131,-0.8116
132,0.053084
133,0.86897
134,0.88592
135,0.088369
136,-0.79043
137,-0.94251
138,-0.22805
139,0.69608
140,0.98024
141,0.36317
142,-0.5878
143,-0.99835
144,-0.49102
145,0.46775
146,0.99647
147,0.60904
148,-0.33833
149,-0.97465
150,-0.71488
151,0.20215
152,0.93332
153,0.8064
154,-0.06192
155,-0.87331
156,-0.88178
